Number,Title,Color,Fit Type,Waist Line,Length,Fabric,Pattern,Sleeve Type,Neckline,Chest Pad,Lining,Pocket,Occasion,Clothing Detail,Pant Leg Style,Image URL,Product URL
45,Cable Knit Off-shoulder Lantern Sleeve Cinched Waist Top With Scarf,Beige,Regular,,Regular,100% Acrylic,Solid,,Off-shoulder,,,,Work,,,https://img1.shopcider.com/product/1760879820000-mJahc5.jpg,https://www.shopcider.com/goods/cable-knit-off-shoulder-lantern-sleeve-cinched-waist-top-with-scarf-115003479?style_id=2217218&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=115003479&shopPage=11&shopIndex=84&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B84&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=85&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xEX1NUQVJUXzJORF9TVEFHRSxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNy45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzYwODc5ODIwMDAwLW1KYWhjNS5qcGciLCJzcHUiOjExNTAwMzQ3OSwic3B1Q29kZSI6IkNEMjAyNTA5MTI2NDQ3NjBLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0MjYzNi1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiM2E0NjkyOTYtOWU4NS00NTZlLWI0MjUtMTYxMDkxNTI0YzM2In0%3D&activityId=10282&activity_id=10282
46,Round Neckline Graphic Knitted Long Sleeve Sweater,multicolor,Regular,,Regular,50% viscose 22% nylon 28% Polyester,Placement Graphic,,Round Neckline,,,,School Daily Casual,,,https://img1.shopcider.com/product/1690035506000-Z85eT8.jpg,https://www.shopcider.com/goods/round-neckline-graphic-knitted-long-sleeve-sweater-1053690?style_id=1151960&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=1053690&shopPage=11&shopIndex=91&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B91&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=92&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0Mi45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNjkwMDM1NTA2MDAwLVo4NWVUOC5qcGciLCJzcHUiOjEwNTM2OTAsInNwdUNvZGUiOiJDRDIwMjMwNjE3MzMyMDU0S1MiLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ0NDI2MzYtcmVjb19yZXJhbmtfZGlzY291bnRfZGl2ZXJzaXR5OmJhc2UtcmVjb19zb3J0X3dlaWdodF9ieV9jbGlja19sZW5faG90X2NvbGxlY3Rpb246LXJlY29fcmFua19kZWVwX2ZtX3AyOmJhc2UzLXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X3VzXzIwMjUwOTA4OmJhc2VfMTEwNy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF9ub3J0aF8yMDI1MDkyMjpiYXNlLWFsbF91c2VyX2V4cDpleHAtY29sbGVjdGlvbklkOjEyOTYyNzpDb250cm9sIiwidHJhY2tpbmdJZCI6IjNhNDY5Mjk2LTllODUtNDU2ZS1iNDI1LTE2MTA5MTUyNGMzNiJ9&activityId=10282&activity_id=10282
47,Knit Collar V-neck Cinched Waist Cardigan With Belt,White,Regular,,,100% Acrylic,Solid,,Collar,,,,Work,,,https://img1.shopcider.com/product/1758738847000-QEZjrC.jpg,https://www.shopcider.com/goods/knit-collar-v-neck-cinched-waist-cardigan-with-belt-114991577?style_id=2215806&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114991577&shopPage=11&shopIndex=96&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B96&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=97&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xEX1NUQVJUXzJORF9TVEFHRSxDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QsU1dJTkciLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNC45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzU4NzM4ODQ3MDAwLVFFWmpyQy5qcGciLCJzcHUiOjExNDk5MTU3Nywic3B1Q29kZSI6IkNEMjAyNTA2MTc2MjM4OTBDRyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0MjYzNi1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiM2E0NjkyOTYtOWU4NS00NTZlLWI0MjUtMTYxMDkxNTI0YzM2In0%3D&activityId=10282&activity_id=10282
48,Knit Wool-blend Stand Collar Bowknot Hollow Out Top,Blue,Regular,,Regular,75% recycled polyester 18% Polyamide 6% Wool 1% Elastane,Solid,,Mandarin Collar/Stand Collar,,,,Daily Casual,Bowknot Hollow Out,,https://img1.shopcider.com/product/1756215482000-2recTx.jpg,https://www.shopcider.com/goods/knit-wool-blend-stand-collar-bowknot-hollow-out-top-114847378?style_id=2195522&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114847378&shopPage=11&shopIndex=99&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B99&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=100&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xEX1NUQVJUXzJORF9TVEFHRSxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0NC45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzU3NjU4OTMzMDAwLWhkQndORS5qcGciLCJzcHUiOjExNDg0NzM3OCwic3B1Q29kZSI6IkNEMjAyNTA3MDE2MjY5MjdLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0MjYzNi1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiM2E0NjkyOTYtOWU4NS00NTZlLWI0MjUtMTYxMDkxNTI0YzM2In0%3D&activityId=10282&activity_id=10282
49,Cable Knit Round Neckline Oversized Long Sleeve Crop Top,Pink,Oversized,,Crop,100% Acrylic,,,Round Neckline,,,,Daily Casual,,,https://img1.shopcider.com/product/1760607358000-sdfkYy.jpg,https://www.shopcider.com/goods/cable-knit-round-neckline-oversized-long-sleeve-crop-top-114992211?style_id=2216217&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114992211&shopPage=11&shopIndex=101&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B101&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=102&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNy45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzYwNjA3MzU4MDAwLXNkZmtZeS5qcGciLCJzcHUiOjExNDk5MjIxMSwic3B1Q29kZSI6IkNEMjAyNTA4Mjg2NDA1NzJLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0MjYzNi1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiM2E0NjkyOTYtOWU4NS00NTZlLWI0MjUtMTYxMDkxNTI0YzM2In0%3D&activityId=10282&activity_id=10282
50,Turtleneck Long Sleeve Rhinestone Sweater,Black ,Regular,,Regular,45% Viscose 28% Polyester 27% Polyamide,Solid,,Turtleneck,,,,Daily Casual,Rhinestone,,https://img1.shopcider.com/product/1760956106000-tMFJfm.jpg,https://www.shopcider.com/goods/turtleneck-long-sleeve-rhinestone-top-115004642?style_id=2217617&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=115004642&shopPage=11&shopIndex=102&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B102&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=103&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xEX1NUQVJUXzJORF9TVEFHRSxDT0xMRUNUSU9OX09GRkxJTkUsU1dJTkciLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNy45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzYwOTU2MTA2MDAwLXRNRkpmbS5qcGciLCJzcHUiOjExNTAwNDY0Miwic3B1Q29kZSI6IkNEMjAyNTA4MTQ2MzgxMjFLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0MjYzNi1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiM2E0NjkyOTYtOWU4NS00NTZlLWI0MjUtMTYxMDkxNTI0YzM2In0%3D&activityId=10282&activity_id=10282
51,Knit Striped Colorblock High Neck Long Sleeve Top,multicolor,Regular,,Regular,50% Viscose 28% Polyester 22% Polyamide,Stripes,,Turtleneck,,,,Daily Casual,,,https://img1.shopcider.com/product/1758612589000-faTEa6.jpg,https://www.shopcider.com/goods/knit-striped-colorblock-high-neck-long-sleeve-top-115014021?style_id=2220534&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=115014021&shopPage=11&shopIndex=107&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B107&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=108&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xEX1NUQVJUXzJORF9TVEFHRSxDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozMi45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzU4NjEyNTg5MDAwLWZhVEVhNi5qcGciLCJzcHUiOjExNTAxNDAyMSwic3B1Q29kZSI6IkNEMjAyNTA3MDE2MjY5MjNLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0MjYzNi1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiM2E0NjkyOTYtOWU4NS00NTZlLWI0MjUtMTYxMDkxNTI0YzM2In0%3D&activityId=10282&activity_id=10282
52,Knit Turtleneck Bell Sleeve Sweater,Maroon ,Regular,,Regular,42% Acrylic 30% Polyester 28% Polyamide,Solid,,Turtleneck,,,,Daily Casual,,,https://img1.shopcider.com/product/1758544931000-TAtXdd.jpg,https://www.shopcider.com/goods/knit-turtleneck-bell-sleeve-sweater-114956556?style_id=2210338&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114956556&shopPage=11&shopIndex=113&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B113&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=114&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozOS45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzYwMDg0MDMzMDAwLUYzYWZpNC5qcGciLCJzcHUiOjExNDk1NjU1Niwic3B1Q29kZSI6IkNEMjAyNTA4MTk2MzkwMDFLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0NDAzNy1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fZW52OmdyYXktcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjk2Mjc6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2NzU2YzVmYi0zOGYxLTQ0MTMtYTFlYi03ZTc5MzAwM2MwNjMifQ%3D%3D&activityId=10282&activity_id=10282
53,Cable Knit Round Neckline Oversized Sweater,White,Oversized,,Long,100% Acrylic,Solid,,Round Neckline,,,,Daily Casual,,,https://img1.shopcider.com/product/1731992117000-rFY8Er.jpg,https://www.shopcider.com/goods/cable-knit-round-neckline-oversized-sweater-114144394?style_id=2097019&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114144394&shopPage=11&shopIndex=114&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B114&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=115&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNy45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzMyNjA3OTA3MDAwLVlNRllhTi5qcGciLCJzcHUiOjExNDE0NDM5NCwic3B1Q29kZSI6IkNEMjAyNDA5MjA1NTUwNzNLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0NDAzNy1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fZW52OmdyYXktcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjk2Mjc6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2NzU2YzVmYi0zOGYxLTQ0MTMtYTFlYi03ZTc5MzAwM2MwNjMifQ%3D%3D&activityId=10282&activity_id=10282
54,Knit Collar Bell Sleeve Top,Brown ,Regular,,Regular,50% Viscose 29% Polyester 21% Polyamide,Solid,,Collar,,,,Daily Casual Work,,,https://img1.shopcider.com/product/1750745213000-Zcn8y2.jpg,https://www.shopcider.com/goods/knit-jersey-collar-bell-sleeve-top-114706045?style_id=2173840&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114706045&shopPage=11&shopIndex=117&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B117&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=118&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xEX1NUQVJUXzJORF9TVEFHRSxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoyNC45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzYyMjUzODc0MDAwLUtzaGR0Qi5qcGciLCJzcHUiOjExNDcwNjA0NSwic3B1Q29kZSI6IkNEMjAyNTA1MDc2MTUyODRLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0NDAzNy1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fZW52OmdyYXktcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjk2Mjc6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2NzU2YzVmYi0zOGYxLTQ0MTMtYTFlYi03ZTc5MzAwM2MwNjMifQ%3D%3D&activityId=10282&activity_id=10282
55,Collar Contrasting Binding Half Zip Long Sleeve Top,Blue,Regular,,Regular,50% Viscose 27% Polyester 23% nylon,Solid,,Collar,,,,Daily Casual,Contrasting Binding Zipper,,https://img1.shopcider.com/product/1751026651000-Gr7HSJ.jpg,https://www.shopcider.com/goods/collar-contrasting-binding-half-zip-long-sleeve-top-114713595?style_id=2175463&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114713595&shopPage=11&shopIndex=120&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B120&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=121&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozOS45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzUxMDI2NjUxMDAwLUdyN0hTSi5qcGciLCJzcHUiOjExNDcxMzU5NSwic3B1Q29kZSI6IkNEMjAyNTA1MDY2MTUyMzJLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0NDAzNy1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fZW52OmdyYXktcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjk2Mjc6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2NzU2YzVmYi0zOGYxLTQ0MTMtYTFlYi03ZTc5MzAwM2MwNjMifQ%3D%3D&activityId=10282&activity_id=10282
